tipo de identificación,número de identificación,número de cuenta,nombres,tipo transacción,monto transacción,tipo de producto,ciudad,fecha-hora,fecha de nacimiento,dirección del cliente,teléfono del cliente,correo del cliente,reporte centrales de riesgo,monto reporte de central de riesgo,tiempo en mora del reporte de riesgo
TI,565861385,8611535842,Cliente715 Pérez,Transferencia,3078293,Préstamo personal,Bucaramanga,1709093007,1966-12-04,Diagonal 104 #49-42,3194972450,usuario@dominio,Sí,445337,120 días
PAS,560783901,1462728561,Cliente716 Gómez,Pago,4888307,Cuenta de ahorros,Bogotá,1709144995,1951-04-16,Avenida 59 #62-22,3512662831,cliente716.663@gmail.com,Sí,420721,30 días
TI,687641139,3909439990,Cliente717 Ramírez,Depósito,2840299,Cuenta de ahorros,Cali,1709116367,2000-09-01,Avenida 24 #65-24,3685721152,sincorreo,Sí,19074,30 días
CC,582081137,6154306082,Cliente718 Pérez,Depósito,1215824,Cuenta corriente,Cartagena,2024-02-28 14:20:27,1994-09-22,Avenida 28 #13-42,3398868749,usuario@dominio,Sí,110646,120 días
TI,111590142,9646439788,Cliente719 Méndez,Transferencia,2854813,Inversión,Barranquilla,1709122947,1990-01-03,Diagonal 118 #64-3,3916684718,@dominio.com,Sí,261368,30 días
TI,116361950,1333210136,Cliente720 Méndez,Compra,807889,Cuenta de ahorros,Bogotá,1709111098,1990-11-22,Diagonal 32 #99-29,3337327638,correo@,Sí,744666,30 días
PAS,865846139,6821232416,Cliente721 Torres,Pago,2559430,Préstamo personal,Pereira,1709159859,1971-08-01,Avenida 92 #66-38,3938433896,usuario@dominio,No,,
CE,649700877,2424359773,Cliente722 Méndez,Transferencia,3435501,Inversión,Medellín,2024-02-28 14:55:49,1958-01-12,Diagonal 60 #16-6,3853887850,sincorreo,Sí,390264,30 días
PAS,806193746,3126799973,Cliente723 Méndez,Transferencia,4683070,Cuenta corriente,Cali,1709146439,1999-10-26,Calle 105 #27-40,3279740679,cliente723.618@outlook.com,Sí,739628,60 días
TI,720222262,3223246328,Cliente724 Torres,Retiro,732638,Préstamo personal,Medellín,1709103800,1997-07-04,Carrera 72 #4-19,3428063217,cliente724.669@gmail.com,No,,
TI,734529502,4371189904,Cliente725 Torres,Depósito,121197,Cuenta corriente,Bogotá,1709149877,1967-11-15,Calle 14 #39-23,3849025031,cliente725.533@yahoo.com,No,,
CE,855538865,7654512785,Cliente726 Méndez,Transferencia,2816689,Cuenta de ahorros,Cali,1709158641,1988-11-17,Carrera 36 #22-37,3801740365,usuario@dominio,Sí,297068,120 días
PAS,331543875,4201381695,Cliente727 Gómez,Retiro,4995527,Préstamo personal,Medellín,2024-02-28 13:26:44,1800-01-01,Calle 23 #63-42,3251549013,cliente727.241@mail.com,Sí,640761,120 días
TI,499947025,9179577617,Cliente728 Pérez,Depósito,1808231,Cuenta de ahorros,Cartagena,2024-02-28 04:01:26,1968-11-10,Calle 11 #32-34,3427588000,cliente728.415@outlook.com,Sí,871331,60 días
CE,114718399,9677414276,Cliente729 Pérez,Depósito,645054,Préstamo personal,Barranquilla,1709105053,1995-03-08,Avenida 68 #86-45,3518126699,sincorreo,No,,
CE,320182527,1059675951,Cliente730 Gómez,Retiro,710903,Cuenta de ahorros,Pereira,1709092003,2002-05-27,Calle 85 #17-9,3423128186,cliente730.445@gmail.com,No,,
CE,376212144,9917156817,Cliente731 Pérez,Retiro,1415523,Cuenta de ahorros,Cartagena,2024-02-28 02:30:06,1800-01-01,Carrera 75 #35-27,3322992694,cliente731.698@gmail.com,Sí,568886,120 días
PAS,747677733,2447437235,Cliente732 Gómez,Transferencia,2126257,Cuenta de ahorros,Barranquilla,1709113783,1999-11-01,Carrera 13 #14-18,3366701294,cliente732.625@outlook.com,No,,
CE,697037631,6088221558,Cliente733 Torres,Compra,2053378,Inversión,Bogotá,1709128612,1993-02-10,Diagonal 89 #61-21,3249594060,usuario@dominio,No,,
CE,538344278,6266562565,Cliente734 Pérez,Pago,2249338,Inversión,Cartagena,2024-02-28 08:51:11,1980-05-02,Calle 139 #3-1,3880192166,sincorreo,Sí,951723,120 días
PAS,530969125,5688055351,Cliente735 Torres,Transferencia,3825141,Cuenta corriente,Cartagena,1709087709,1982-06-08,Avenida 20 #55-35,3176407223,@dominio.com,No,,
TI,752577852,5793514776,Cliente736 Torres,Depósito,4674296,Préstamo personal,Barranquilla,1709113702,2005-11-23,Calle 52 #11-19,3592801429,sincorreo,Sí,396254,120 días
CC,963425928,8308100746,Cliente737 Méndez,Depósito,676740,Préstamo personal,Barranquilla,1709128240,1987-02-19,Diagonal 10 #39-17,3176444613,usuario@dominio,No,,
CC,397368244,2820357786,Cliente738 Pérez,Compra,4650319,Cuenta corriente,Bogotá,2024-02-28 20:33:29,1985-09-26,Diagonal 105 #1-20,3676450073,correo@,No,,
CE,413629691,1350877252,Cliente739 Gómez,Transferencia,2983455,Cuenta corriente,Medellín,2024-02-28 09:15:20,1988-10-04,Calle 86 #100-45,3407174857,cliente739.10@gmail.com,No,,
PAS,145986880,7502732024,Cliente740 Torres,Pago,1184844,Cuenta corriente,Cali,1709085314,1983-12-24,Avenida 118 #14-28,3196663592,cliente740.666@gmail.com,No,,
CC,877331439,2643751868,Cliente741 Ramírez,Compra,3363389,Tarjeta de crédito,Bogotá,1709157251,2002-04-25,Avenida 6 #2-18,3929270924,cliente741.93@gmail.com,Sí,460693,60 días
CC,775590673,1305600847,Cliente742 Pérez,Pago,2131432,Tarjeta de crédito,Bucaramanga,2024-02-28 15:33:32,1800-01-01,Avenida 32 #62-32,3451202854,cliente742.16@mail.com,Sí,174702,120 días
CE,270151281,4752750270,Cliente743 Pérez,Retiro,678920,Cuenta de ahorros,Bucaramanga,1709121946,2004-10-18,Avenida 6 #83-9,3491243902,cliente743.606@gmail.com,Sí,644415,120 días
TI,543460626,7236068596,Cliente744 Ramírez,Transferencia,1914718,Tarjeta de crédito,Barranquilla,2024-02-28 11:45:06,1957-06-28,Avenida 18 #82-8,3624673882,correo@.,Sí,76154,120 días
PAS,186898338,9176029313,Cliente745 Méndez,Compra,4346998,Inversión,Cali,1709113252,1955-01-20,Carrera 99 #36-4,3880899362,cliente745.9@yahoo.com,Sí,223299,90 días
PAS,667805668,2403967601,Cliente746 Méndez,Depósito,1255743,Préstamo personal,Cartagena,2024-02-28 23:28:15,1972-12-11,Avenida 30 #48-25,3817303686,cliente746.448@gmail.com,Sí,355370,60 días
CC,138240001,8933356864,Cliente747 Ramírez,Depósito,345623,Préstamo personal,Barranquilla,1709161781,1800-01-01,Diagonal 127 #19-6,3983641951,cliente747.27@gmail.com,Sí,848453,90 días
CE,448789391,5164392922,Cliente748 Ramírez,Pago,4652921,Tarjeta de crédito,Cartagena,2024-02-28 03:08:27,2004-11-12,Carrera 20 #3-6,3862830528,cliente748.932@outlook.com,Sí,918456,30 días
CC,512473463,9825796927,Cliente749 Ramírez,Retiro,1660738,Préstamo personal,Cartagena,1709142350,1966-08-11,Calle 49 #98-42,3203849029,usuario@dominio,Sí,362852,120 días
CE,369945537,8703667890,Cliente750 Torres,Depósito,504558,Cuenta de ahorros,Medellín,2024-02-28 12:10:12,1951-12-10,Avenida 122 #25-8,3734001726,sincorreo,Sí,399181,60 días
TI,664727269,8957214664,Cliente751 Ramírez,Compra,4039089,Tarjeta de crédito,Cartagena,1709120669,1971-04-21,Diagonal 9 #34-27,3657574377,cliente751.405@mail.com,No,,
TI,885192036,7744047592,Cliente752 Ramírez,Transferencia,2459737,Inversión,Barranquilla,2024-02-28 15:30:40,1965-09-13,Avenida 79 #48-2,3416464421,cliente752.417@mail.com,No,,
PAS,675946656,8934018136,Cliente753 Gómez,Depósito,2913529,Préstamo personal,Bucaramanga,1709155971,1950-01-06,Avenida 14 #38-13,3583674791,correo@.,No,,
CE,600414962,2736384811,Cliente754 Gómez,Compra,4389950,Tarjeta de crédito,Pereira,1709096292,1968-05-17,Avenida 142 #92-49,3886334298,sincorreo,No,,
CE,479459147,2527698487,Cliente755 Méndez,Compra,3920237,Cuenta de ahorros,Medellín,2024-02-28 21:41:36,1988-05-07,Carrera 56 #91-32,3904417415,usuario@dominio,Sí,373516,120 días
PAS,228554860,3471325140,Cliente756 Pérez,Retiro,1035882,Inversión,Barranquilla,2024-02-28 18:53:02,1997-05-22,Carrera 94 #77-13,3953643944,cliente756.171@mail.com,No,,
CE,414331375,9965209937,Cliente757 Méndez,Pago,1623064,Cuenta de ahorros,Pereira,1709150819,1976-08-11,Diagonal 14 #11-8,3910307486,correo@,No,,
TI,827619684,4852848409,Cliente758 Torres,Transferencia,4252046,Cuenta de ahorros,Bucaramanga,1709116056,1800-01-01,Avenida 38 #57-2,3941356176,cliente758.557@yahoo.com,No,,
CE,443496687,9694324714,Cliente759 Torres,Transferencia,3345243,Tarjeta de crédito,Cali,1709150309,1964-01-18,Avenida 123 #78-34,3990597604,cliente759.743@mail.com,No,,
CC,271430429,3595929688,Cliente760 Torres,Transferencia,3041928,Préstamo personal,Cali,2024-02-28 23:28:06,1992-05-13,Diagonal 109 #5-24,3183375761,cliente760.152@mail.com,No,,
PAS,849098300,7667071028,Cliente761 Pérez,Depósito,254378,Inversión,Barranquilla,2024-02-28 17:37:24,2004-08-19,Calle 81 #28-8,3485629846,correo@,No,,
CE,370052311,3895463414,Cliente762 Torres,Depósito,2512313,Cuenta corriente,Medellín,2024-02-28 23:57:19,2003-12-05,Avenida 68 #40-34,3558291632,sincorreo,No,,
PAS,220325388,2692563727,Cliente763 Méndez,Transferencia,4271100,Préstamo personal,Cali,2024-02-28 00:34:46,1952-07-06,Avenida 106 #26-14,3138192291,@dominio.com,No,,
PAS,422413185,5411508565,Cliente764 Gómez,Transferencia,4967702,Cuenta corriente,Barranquilla,1709138452,1970-11-24,Calle 86 #28-2,3859689314,cliente764.235@mail.com,No,,
CE,990934829,8093955958,Cliente765 Ramírez,Depósito,560228,Inversión,Pereira,1709093961,1978-02-26,Carrera 65 #72-48,3116312986,cliente765.300@gmail.com,No,,
PAS,521484380,9035040457,Cliente766 Ramírez,Transferencia,2236919,Préstamo personal,Cali,1709144052,2005-01-13,Diagonal 74 #41-10,3512428132,usuario@dominio,Sí,872845,120 días
TI,701523136,5319948713,Cliente767 Ramírez,Depósito,4927921,Inversión,Medellín,2024-02-28 05:11:58,1974-11-17,Avenida 23 #66-11,3266079994,sincorreo,No,,
TI,968946345,9033823928,Cliente768 Torres,Transferencia,717406,Cuenta corriente,Medellín,2024-02-28 03:52:06,1975-08-28,Carrera 150 #100-45,3315825318,correo@.,Sí,933401,30 días
CC,241909672,3642461131,Cliente769 Méndez,Retiro,2167051,Préstamo personal,Barranquilla,1709113697,1982-06-15,Avenida 68 #54-20,3729417682,cliente769.771@gmail.com,No,,
CE,304379680,7370316834,Cliente770 Torres,Retiro,1045261,Inversión,Bucaramanga,1709082660,1993-11-05,Avenida 28 #16-37,3210306158,cliente770.181@outlook.com,Sí,572657,30 días
PAS,929091384,4287436830,Cliente771 Méndez,Depósito,1381238,Préstamo personal,Barranquilla,2024-02-28 06:59:10,1953-11-24,Avenida 22 #42-6,3823903628,cliente771.164@mail.com,Sí,974042,120 días
PAS,714217850,5827098862,Cliente772 Ramírez,Compra,4594379,Tarjeta de crédito,Bogotá,2024-02-28 04:42:27,1984-10-14,Avenida 78 #77-14,3245156914,cliente772.845@yahoo.com,No,,
CC,223060920,3696429060,Cliente773 Ramírez,Compra,4142241,Cuenta de ahorros,Cartagena,2024-02-28 03:37:06,1968-06-18,Carrera 55 #42-12,3462068210,cliente773.212@outlook.com,No,,
CC,333697920,6426077687,Cliente774 Ramírez,Retiro,1603267,Cuenta de ahorros,Cartagena,2024-02-28 23:47:27,1998-10-08,Diagonal 86 #34-1,3883738137,correo@,Sí,812719,90 días
CC,359445680,2777735522,Cliente775 Méndez,Depósito,4114790,Cuenta de ahorros,Medellín,2024-02-28 04:55:16,1800-01-01,Calle 65 #78-39,3179771842,sincorreo,No,,
TI,544668616,2357964641,Cliente776 Ramírez,Retiro,115043,Tarjeta de crédito,Pereira,2024-02-28 08:41:32,2000-08-07,Avenida 56 #48-39,3875001714,correo@,Sí,387871,60 días
TI,561928589,4564713195,Cliente777 Pérez,Compra,1216553,Tarjeta de crédito,Bucaramanga,2024-02-28 08:18:40,1800-01-01,Avenida 49 #61-6,3102314000,usuario@dominio,Sí,671555,30 días
PAS,748030799,2305197237,Cliente778 Gómez,Compra,3648227,Cuenta corriente,Bogotá,1709139752,1988-10-02,Calle 14 #96-37,3256503897,@dominio.com,No,,
TI,945730296,9903938403,Cliente779 Gómez,Pago,4568641,Préstamo personal,Bucaramanga,1709084981,1994-08-06,Diagonal 118 #90-21,3526939822,cliente779.384@gmail.com,No,,
PAS,192003568,7448568249,Cliente780 Gómez,Transferencia,1848760,Cuenta de ahorros,Pereira,1709162583,2000-03-04,Avenida 131 #56-5,3511147883,sincorreo,No,,
TI,921163737,4219701009,Cliente781 Gómez,Retiro,3440764,Inversión,Pereira,2024-02-28 08:23:51,1800-01-01,Calle 17 #89-43,3807544146,correo@,No,,
TI,498809933,7251653777,Cliente782 Pérez,Compra,4049119,Préstamo personal,Bucaramanga,1709152926,1982-02-21,Calle 134 #94-33,3850875047,usuario@dominio,Sí,917785,90 días
PAS,376386903,6603576218,Cliente783 Ramírez,Compra,3563442,Préstamo personal,Barranquilla,1709156789,1966-08-26,Calle 144 #43-15,3904729395,@dominio.com,Sí,121808,120 días
PAS,644697776,7983034919,Cliente784 Torres,Retiro,743243,Préstamo personal,Cali,2024-02-28 11:15:29,1984-02-28,Diagonal 5 #47-33,3781395639,usuario@dominio,No,,
PAS,465504219,9237753673,Cliente785 Ramírez,Depósito,439667,Inversión,Bucaramanga,2024-02-28 11:31:30,1988-03-27,Carrera 91 #53-18,3907178923,cliente785.670@mail.com,No,,
PAS,430931829,7879192277,Cliente786 Pérez,Pago,1750034,Cuenta de ahorros,Bogotá,2024-02-28 13:06:24,1958-07-15,Avenida 63 #19-31,3228159138,correo@.,No,,
CE,930876709,1991915149,Cliente787 Pérez,Transferencia,4590701,Inversión,Bucaramanga,2024-02-28 18:43:17,1959-11-21,Carrera 114 #78-50,3358920706,sincorreo,Sí,313127,30 días
TI,547743951,9519056886,Cliente788 Torres,Compra,3968924,Cuenta de ahorros,Cali,1709153884,1977-03-06,Avenida 126 #73-46,3858817189,cliente788.998@yahoo.com,No,,
CE,524798038,8517102182,Cliente789 Méndez,Compra,2544397,Cuenta corriente,Cali,2024-02-28 22:52:50,1994-12-23,Calle 132 #24-19,3572071724,cliente789.3@mail.com,Sí,594591,60 días
CE,403026800,1098076409,Cliente790 Ramírez,Retiro,2740997,Tarjeta de crédito,Bucaramanga,2024-02-28 13:30:43,1960-11-05,Diagonal 146 #23-12,3832121600,sincorreo,Sí,273973,60 días
CE,450819267,3094420137,Cliente791 Méndez,Pago,2368007,Cuenta corriente,Medellín,2024-02-28 16:05:13,2004-09-17,Carrera 150 #57-42,3479131705,usuario@dominio,Sí,257663,30 días
CC,229519399,8553534822,Cliente792 Torres,Transferencia,503570,Préstamo personal,Barranquilla,2024-02-28 14:25:23,1800-01-01,Carrera 71 #38-21,3369806655,cliente792.143@mail.com,Sí,305530,30 días
PAS,506851543,3524374864,Cliente793 Gómez,Compra,1620947,Inversión,Bucaramanga,2024-02-28 01:43:05,1994-01-23,Diagonal 117 #48-40,3412259153,correo@,Sí,415235,90 días
PAS,346655546,7352748407,Cliente794 Méndez,Compra,2525327,Préstamo personal,Bucaramanga,1709081234,2005-02-28,Calle 73 #10-22,3625596575,correo@.,Sí,429796,120 días
TI,320529491,3266521560,Cliente795 Ramírez,Depósito,375644,Préstamo personal,Bucaramanga,1709094676,1986-04-01,Calle 99 #45-42,3964032981,usuario@dominio,No,,
CC,796525841,1292358948,Cliente796 Pérez,Pago,1606932,Préstamo personal,Pereira,1709133095,1972-07-01,Calle 60 #84-48,3851081349,cliente796.478@mail.com,No,,
TI,224167513,1634577076,Cliente797 Pérez,Retiro,4642270,Tarjeta de crédito,Bucaramanga,2024-02-28 22:39:52,1950-12-22,Calle 57 #71-31,3531757825,correo@.,No,,
CC,802618822,1830528927,Cliente798 Ramírez,Pago,353079,Cuenta de ahorros,Bogotá,1709127015,1985-03-17,Avenida 13 #96-42,3102336506,cliente798.15@gmail.com,No,,
CC,832245609,7766189374,Cliente799 Pérez,Compra,4539507,Cuenta corriente,Pereira,2024-02-28 17:26:14,1958-01-15,Avenida 75 #44-2,3552010276,cliente799.492@yahoo.com,No,,
PAS,392057331,7238652383,Cliente800 Torres,Pago,1731326,Tarjeta de crédito,Medellín,1709111451,1955-11-15,Carrera 142 #21-37,3929282266,usuario@dominio,Sí,651491,90 días
CE,530514219,7369025315,Cliente801 Méndez,Transferencia,2329122,Cuenta de ahorros,Barranquilla,2024-02-28 16:47:30,1800-01-01,Diagonal 42 #38-8,3914107434,cliente801.88@gmail.com,No,,
CE,414223822,7324374637,Cliente802 Méndez,Depósito,1626669,Cuenta corriente,Bogotá,2024-02-28 14:10:45,1962-03-18,Calle 58 #88-36,3700961929,cliente802.567@mail.com,Sí,184849,90 días
PAS,195128859,8203767888,Cliente803 Torres,Depósito,1307138,Cuenta corriente,Medellín,1709157692,1956-03-19,Diagonal 37 #75-7,3315614642,cliente803.294@yahoo.com,Sí,948694,120 días
TI,919518534,7423952144,Cliente804 Torres,Depósito,2396880,Inversión,Pereira,1709093405,1950-12-22,Carrera 29 #99-4,3588494870,correo@.,No,,
PAS,606564603,2649044564,Cliente805 Torres,Depósito,3417041,Cuenta de ahorros,Cali,2024-02-28 00:55:05,2003-11-25,Calle 118 #32-22,3104799933,correo@.,No,,
PAS,616945052,2301607019,Cliente806 Pérez,Depósito,3306762,Cuenta corriente,Cartagena,2024-02-28 18:05:17,1978-09-24,Calle 112 #88-29,3361976266,cliente806.693@gmail.com,No,,
TI,492417760,3152292679,Cliente807 Méndez,Compra,1992900,Cuenta de ahorros,Barranquilla,1709133118,1992-03-28,Diagonal 125 #56-11,3841234008,cliente807.383@yahoo.com,Sí,960931,60 días
PAS,312293548,4613118143,Cliente808 Ramírez,Depósito,1535658,Tarjeta de crédito,Medellín,2024-02-28 15:29:01,1993-01-09,Avenida 49 #7-35,3969546540,cliente808.526@gmail.com,No,,
CE,681547415,8555124433,Cliente809 Gómez,Pago,3524280,Cuenta de ahorros,Cali,1709139509,1951-05-25,Carrera 99 #46-44,3959168569,correo@.,Sí,881212,90 días
TI,357770110,2947426440,Cliente810 Torres,Retiro,3500685,Cuenta corriente,Barranquilla,1709161917,1800-01-01,Diagonal 101 #27-24,3189367139,cliente810.520@outlook.com,Sí,632999,90 días
CC,342132404,3740741701,Cliente811 Gómez,Pago,3813083,Tarjeta de crédito,Bucaramanga,1709083538,1990-01-26,Carrera 113 #97-35,3898202961,usuario@dominio,No,,
TI,539294608,1613083297,Cliente812 Gómez,Transferencia,902716,Tarjeta de crédito,Pereira,2024-02-28 06:39:30,1800-01-01,Diagonal 13 #2-36,3592962251,correo@.,Sí,970941,90 días
PAS,843105426,2285264437,Cliente813 Torres,Pago,1180247,Tarjeta de crédito,Bucaramanga,2024-02-28 03:19:38,1968-02-03,Avenida 22 #39-9,3533401959,cliente813.612@mail.com,No,,
PAS,676040932,3322630976,Cliente814 Torres,Compra,657431,Inversión,Bogotá,1709124404,1981-09-07,Diagonal 53 #49-28,3948117884,cliente814.274@mail.com,Sí,926533,30 días
CC,777865432,2783265634,Cliente815 Torres,Compra,4466590,Tarjeta de crédito,Medellín,2024-02-28 07:22:15,1972-04-13,Carrera 83 #31-22,3888906176,sincorreo,Sí,722211,90 días
CE,965734597,8807593356,Cliente816 Gómez,Depósito,1612838,Cuenta de ahorros,Bogotá,1709153030,1978-12-23,Diagonal 19 #30-36,3538165663,cliente816.715@gmail.com,Sí,160003,60 días
TI,227528273,3105387680,Cliente817 Méndez,Depósito,1343115,Préstamo personal,Cali,1709135137,1800-01-01,Avenida 71 #95-4,3150058012,cliente817.889@yahoo.com,No,,
CE,792389458,9144967616,Cliente818 Pérez,Retiro,869336,Tarjeta de crédito,Bogotá,1709137167,1966-07-22,Calle 129 #29-11,3360546183,@dominio.com,Sí,746677,120 días
CC,765697188,8157468958,Cliente819 Méndez,Compra,1887919,Cuenta de ahorros,Bogotá,1709143037,1950-07-21,Avenida 60 #32-50,3476299302,cliente819.789@gmail.com,Sí,74468,120 días
CE,678205735,7868115956,Cliente820 Pérez,Compra,2998344,Tarjeta de crédito,Barranquilla,1709135895,1973-02-04,Calle 73 #24-24,3214520687,cliente820.726@gmail.com,Sí,48554,30 días
TI,280743582,6326210412,Cliente821 Méndez,Retiro,540927,Inversión,Barranquilla,1709126604,1962-11-25,Avenida 88 #10-3,3549504376,cliente821.550@gmail.com,Sí,80214,120 días
PAS,587493979,6881837963,Cliente822 Ramírez,Transferencia,3428114,Inversión,Bogotá,2024-02-28 01:30:27,1968-11-24,Diagonal 12 #9-14,3653306098,cliente822.381@outlook.com,No,,
CE,940408221,8428606608,Cliente823 Pérez,Pago,4874690,Inversión,Cali,1709129233,1998-11-24,Avenida 29 #90-21,3709716793,cliente823.278@gmail.com,Sí,401942,60 días
CC,311472632,1158447535,Cliente824 Torres,Retiro,351617,Préstamo personal,Bucaramanga,1709133822,1800-01-01,Avenida 2 #10-41,3584247560,correo@,No,,
CE,899484246,4564446082,Cliente825 Pérez,Retiro,96709,Inversión,Bucaramanga,2024-02-28 21:58:52,1956-04-23,Calle 15 #40-33,3515641817,sincorreo,No,,
PAS,401656948,5753564782,Cliente826 Torres,Retiro,2535183,Préstamo personal,Cartagena,1709146001,1977-12-02,Carrera 99 #14-6,3681615585,cliente826.736@outlook.com,Sí,22401,90 días
TI,936914487,2494161826,Cliente827 Méndez,Transferencia,1202300,Inversión,Cartagena,1709126087,1960-02-28,Carrera 143 #55-28,3720119540,cliente827.353@yahoo.com,No,,
TI,664907150,6436153423,Cliente828 Torres,Pago,2166205,Tarjeta de crédito,Bucaramanga,1709126419,1951-10-04,Carrera 65 #41-33,3180986725,cliente828.975@mail.com,No,,
CE,891570164,9121222254,Cliente829 Torres,Depósito,992016,Préstamo personal,Pereira,2024-02-28 18:45:17,1976-10-03,Calle 88 #39-28,3908457416,sincorreo,No,,
CE,873557848,6872810326,Cliente830 Pérez,Transferencia,4987491,Cuenta de ahorros,Bucaramanga,1709082146,1979-01-01,Diagonal 122 #89-29,3736866076,cliente830.279@mail.com,Sí,299751,120 días
CC,591163613,3836860229,Cliente831 Ramírez,Compra,4333298,Cuenta de ahorros,Cali,2024-02-28 09:16:32,1997-02-19,Calle 62 #66-34,3819230201,cliente831.991@mail.com,Sí,309765,90 días
TI,888228466,3608004652,Cliente832 Ramírez,Pago,4520492,Cuenta de ahorros,Bucaramanga,1709091676,1956-08-12,Calle 5 #76-7,3514960945,correo@.,No,,
CC,175658064,6870872154,Cliente833 Gómez,Compra,3510480,Tarjeta de crédito,Bucaramanga,1709114597,1954-07-09,Carrera 28 #2-42,3881761770,cliente833.239@mail.com,Sí,69946,60 días
CC,993115575,8826016137,Cliente834 Méndez,Pago,963815,Préstamo personal,Cali,2024-02-28 16:15:26,1800-01-01,Carrera 3 #54-39,3511283232,cliente834.737@outlook.com,No,,
CE,568803450,4640568049,Cliente835 Gómez,Compra,593479,Tarjeta de crédito,Barranquilla,2024-02-28 21:33:36,1800-01-01,Diagonal 7 #74-18,3359922372,cliente835.823@yahoo.com,No,,
CC,167346849,3300909076,Cliente836 Pérez,Retiro,3261483,Tarjeta de crédito,Medellín,1709098881,1976-06-13,Diagonal 115 #16-14,3986202538,@dominio.com,No,,
PAS,587244929,9030525202,Cliente837 Ramírez,Compra,4688298,Inversión,Bucaramanga,1709121026,1979-03-01,Carrera 111 #12-41,3547090428,sincorreo,Sí,250172,90 días
PAS,472259209,8525544936,Cliente838 Méndez,Compra,415438,Cuenta corriente,Cali,1709141863,1970-10-19,Carrera 135 #12-22,3349447256,cliente838.795@gmail.com,Sí,497899,120 días
CE,866035798,9606787120,Cliente839 Torres,Retiro,601097,Inversión,Cali,1709144109,2004-09-25,Calle 94 #88-11,3451217785,usuario@dominio,No,,
PAS,978817777,2632741384,Cliente840 Torres,Compra,358620,Tarjeta de crédito,Barranquilla,2024-02-28 16:00:06,1951-03-09,Calle 40 #76-13,3446774690,cliente840.395@outlook.com,Sí,688430,120 días
TI,252147638,3223884217,Cliente841 Pérez,Retiro,2239855,Tarjeta de crédito,Pereira,1709109439,1960-08-08,Diagonal 63 #31-47,3757998146,cliente841.698@outlook.com,Sí,549794,90 días
PAS,398114678,8034359376,Cliente842 Pérez,Retiro,1591965,Cuenta corriente,Medellín,2024-02-28 08:12:50,1978-09-22,Carrera 46 #10-37,3327810305,correo@,No,,
CC,346019585,5540198999,Cliente843 Ramírez,Retiro,4841834,Cuenta corriente,Cali,1709135233,1992-11-11,Avenida 76 #8-11,3616347745,correo@.,No,,
CE,461492574,7001464750,Cliente844 Torres,Retiro,4577336,Cuenta corriente,Cartagena,2024-02-28 14:06:25,1800-01-01,Diagonal 6 #59-13,3232800359,cliente844.697@yahoo.com,No,,
TI,566372562,3969126364,Cliente845 Torres,Retiro,2863422,Inversión,Bucaramanga,2024-02-28 23:25:25,1977-08-08,Avenida 36 #53-40,3707865112,correo@,No,,
CE,763913221,1157417902,Cliente846 Ramírez,Transferencia,4625873,Tarjeta de crédito,Cartagena,2024-02-28 02:31:47,1977-10-01,Calle 19 #27-13,3453013910,cliente846.525@outlook.com,No,,
PAS,707793908,6218886650,Cliente847 Méndez,Transferencia,4183305,Tarjeta de crédito,Cali,1709136754,2005-08-15,Carrera 49 #27-33,3264937034,correo@,No,,
PAS,573233126,1692604938,Cliente848 Pérez,Compra,1924758,Inversión,Medellín,1709147861,1800-01-01,Avenida 138 #46-41,3144875652,correo@.,No,,
CE,243647971,5065828913,Cliente849 Ramírez,Depósito,3360501,Inversión,Medellín,2024-02-28 10:52:42,1979-10-21,Carrera 67 #88-39,3865517679,@dominio.com,No,,
CC,882345898,1087125482,Cliente850 Ramírez,Depósito,4197918,Cuenta corriente,Cali,1709136990,1957-01-02,Carrera 45 #99-39,3182479300,@dominio.com,Sí,843708,30 días
PAS,221125236,9208214486,Cliente851 Torres,Retiro,4998287,Inversión,Pereira,1709141544,1952-01-24,Diagonal 52 #85-35,3314672465,correo@.,No,,
CC,239025044,3946242893,Cliente852 Gómez,Depósito,4537097,Tarjeta de crédito,Cali,1709161874,2000-03-20,Carrera 111 #50-48,3523170986,@dominio.com,Sí,512910,120 días
TI,119602085,6540073772,Cliente853 Pérez,Compra,3265807,Cuenta corriente,Medellín,1709163540,1994-09-28,Calle 143 #21-12,3449852038,cliente853.269@yahoo.com,Sí,784123,30 días
CE,947041298,6100108787,Cliente854 Gómez,Retiro,4823604,Cuenta corriente,Cartagena,1709082189,1983-11-11,Carrera 115 #16-26,3752894382,cliente854.842@outlook.com,Sí,566305,30 días
PAS,920797995,1178182489,Cliente855 Pérez,Retiro,4252553,Cuenta de ahorros,Pereira,1709118859,1982-03-08,Carrera 104 #17-12,3665885189,cliente855.418@mail.com,Sí,782175,120 días
CE,771839642,7937930535,Cliente856 Ramírez,Retiro,4859622,Cuenta corriente,Bogotá,2024-02-28 17:49:52,1991-09-02,Avenida 57 #54-2,3430595737,usuario@dominio,No,,
CC,191876009,1073991638,Cliente857 Méndez,Depósito,4575189,Cuenta corriente,Bogotá,1709089615,1989-08-12,Calle 143 #50-9,3316472230,cliente857.910@mail.com,Sí,248254,60 días
CC,689401639,8792669949,Cliente858 Méndez,Transferencia,2043292,Tarjeta de crédito,Cartagena,2024-02-28 12:25:26,1957-12-28,Diagonal 68 #29-27,3610378729,cliente858.223@yahoo.com,No,,
